timed,adaptive
39.932432432432435,34.9764982373678
35.85813953488372,39.163953488372094
45.60997643362137,39.574234092694425
43.69773299748111,41.96826196473552
41.95367231638418,38.57853107344633
45.01657769036246,38.35206518685024
46.71142481943532,43.37458962573867
40.25576923076923,35.589423076923076
38.837116154873165,35.216622162883844
44.0765625,38.74375
